status,reported,description,address,type,occurred
OPEN,2019-11-19 12:32:00+00:00,"Officer took a report of a stolen dark beige Burberry raincoat valued at $2,000.00, beige Hermes gloves valued at $300.00, a Hermes scarf valued at $300.00,  and a felt hat valued at $300.00.",FACULTY CLUB 20 QUINCY ST CAMBRIDGE,THEFT REPORT,11/14/19 6:00 PM - 9:30 PM
CLOSED,2020-02-22 14:04:00+00:00,"Officers dispatched to a report of an individual in pursuit of a person who had stolen their property. Officers arrived    and reported that Cambridge Police was on scene. Upon consultation with Cambridge Police, officers reported that the       individual had recovered their stolen property and that the suspect had left the immediate area.",SMITH CAMPUS CENTER 1350 MASSACHUSETTS AVE CAMBRIDGE,ASSIST CAMBRIDGE POLICE,2/22/20 2:04 PM
CLOSED,2019-04-12 01:34:00+00:00,Officers dispatched to take a report of past suspicious activity.,LAMONT LIBRARY 11 QUINCY ST CAMBRIDGE,SUSPICIOUS ACTIVITY,"4/12/19
1:34 AM - 2:29 AM"
OPEN,2019-04-11 14:23:00+00:00,Officer dispatched to take a report of a threat.,UNIVERSITY HALL 1 HARVARD YARD CAMBRIDGE,THREAT(S),"4/11/19
2:20 PM - 2:30 PM"
CLOSED,2019-06-25 12:39:00+00:00,Officer dispatched to a report of a motor vehicle complaint. Officer arrived and located the reporting individual who      stated that a motor vehicle came in close proximity of striking them while leaving an unauthorized parking space. The      reporting individual informed the officer that the motor vehicle never came in contact with them and that the operator     left the area immediately thereafter.,GORDON HALL 25 SHATTUCK ST BOSTON,MOTOR VEHICLE COMPLAINT,6/25/19 12:30 PM - 12:40 PM
OPEN,2020-04-25 21:28:00+00:00,Officer took a report of the attempted theft of items from packages in the lobby of the building.,PFORZHEIMER HOUSE - COMSTOCK H 130 WALKER ST CAMBRIDGE,THEFT REPORT,4/25/20 11:30 AM - 4:00 PM
CLOSED,2019-08-31 18:10:00+00:00,"Officer dispatched to a report of a cracked tree branch. Officer arrived, checked the tree, and reported that no branches  were in immediate danger of falling.",SHAW HALL 16 EVERETT ST CAMBRIDGE,HAZARDOUS CONDITION,8/31/19 6:10 PM
CLOSED,2019-04-08 12:06:00+00:00,"Officers dispatched to a report of an unwanted guest yelling in the building. Officers arrived, located the individual,   
and sent them on their way.",SMITH CAMPUS CENTER 1350 MASSACHUSETTS AVE CAMBRIDGE,UNWANTED GUEST,"4/8/19
12:06 PM"
CLOSED,2019-11-09 16:50:00+00:00,"Officers dispatched to a report of several individuals skateboarding in front of the building. Officers arrived, located   the individuals, and sent them on their way.",KIRKLAND HOUSE A - SMITH HALL 95 DUNSTER ST CAMBRIDGE,SKATEBOARD/BIKE COMPLAINT,11/9/19 4:50 PM
CLOSED,2019-03-28 08:02:00+00:00,Officer dispatched to take a report of a previous unwanted guest in the building.,NEW RESEARCH BUILDING 77 AVE LOUIS PASTEUR BOSTON,UNWANTED GUEST,"3/27/19
12:30 PM"
CLOSED,2019-04-24 21:35:00+00:00,"Officer while on patrol observed an unwanted guest in the building. Officer approached the individual and conducted a     
field interview. The individual was run for wants/warrants with negative results. The individual was then issued a verbal 
trespass warning for all Harvard University property and sent on their way.",JEFFERSON LAB 17 OXFORD ST CAMBRIDGE,TRESPASS WARNING,"4/24/19
9:35 PM"
CLOSED,2020-05-31 15:30:00+00:00,Officers dispatched to a report of a group of individuals in the area. Officers arrived and reported that the individuals  were gone on arrival.,ATHLETICS - STADIUM 79 N HARVARD ST ALLSTON,REMOVE GROUP,5/31/20 3:30 PM
CLOSED,2019-07-25 18:55:00+00:00,Officer dispatched to take a report of a motor vehicle accident with no personal injuries.,UOS LOT 175 N HARVARD ST ALLSTON,MOTOR VEHICLE ACCIDENT,7/25/19 10:00 AM - 6:00 PM
CLOSED,2019-06-11 13:00:00+00:00,Officer dispatched on the report of an unattended backpack.  Officer arrived and reported the State Police took custody of the backpack.,JFK PARK 968 MEMORIAL DR CAMBRIDGE,ASSIST STATE POLICE,6/11/19 1:00 PM
CLOSED,2020-03-07 21:15:00+00:00,"Officers dispatched to a report of an unwanted guest in the building. Officers arrived, located the individual, and",BOYLSTON HALL 5 HARVARD YARD CAMBRIDGE,TRESPASS WARNING,3/7/20 9:10 PM - 9:15 PM
OPEN,2019-11-07 15:10:00+00:00,"Officer dispatched to take a report of a stolen unattended and unsecured black Chanel wallet valued at $700.00 containing  $60.00 in U.S. currency, a license, HUID card, and debit/credit cards.",ALDRICH HALL 35 HARVARD WAY ALLSTON,THEFT REPORT,11/7/19 1:15 PM - 1:30 PM
OPEN,2019-07-18 20:38:00+00:00, ,SMITH CAMPUS CENTER 1350 MASSACHUSETTS AVE CAMBRIDGE,ASSAULT REPORT,7/18/19 8:32 PM - 9:51 PM
CLOSED,2019-07-29 16:46:00+00:00,"Officer dispatched to take a report of a stolen white Time bicycle valued at $5,000.00. The reporting individual informed  the officer that their bicycle was unsecured in the hallway of the building.",15 WARE STCAMBRIDGE,THEFT REPORT,7/26/19 - 8:00 AM 7/29/19 - 12:00 PM
CLOSED,2020-05-26 17:44:00+00:00,"Officer dispatched to a report of an unattended suitcase. Officer arrived as well as an individual from Cambridge Police,  who investigated the suitcase. Shortly thereafter, the suitcase was deemed safe and discarded.",SMITH CAMPUS CENTER 1350 MASSACHUSETTS AVE CAMBRIDGE,SUSPICIOUS MAIL/ PACKAGE/BAG,5/26/20 5:45 PM - 6:15 PM
CLOSED,2019-05-22 17:55:00+00:00,Officer dispatched to take a report of a stolen pressure washer valued at $180.00.,LEVERETT HOUSE TOWERS F 40 DEWOLFE ST CAMBRIDGE,THEFT REPORT,"5/22/19
5:20 PM - 6:00 PM"
CLOSED,2019-06-19 09:49:00+00:00,"Officer while on patrol observed an unwanted guest sleeping in the building. Officer approached the individual and        
conducted a field interview. The individual was run for wants/warrants with negative results. The individual was then     
issued a verbal trespass warning for all Harvard University property and sent on their way.",SMITH CAMPUS CENTER 1350 MASSACHUSETTS AVE CAMBRIDGE,TRESPASS WARNING,"6/19/19
9:00 AM - 10:15 AM"
CLOSED,2020-02-23 23:15:00+00:00,Officers dispatched to a report of a group of individuals causing a disturbance outside the building. Officers arrived and reported that the group was gone upon arrival.,MATTHEWS HALL NORTH 9 HARVARD YARD CAMBRIDGE,DISTURBANCE,2/23/20 11:15 PM
CLOSED,2019-03-16 02:35:00+00:00,"Officers dispatched to a report of a potential disturbance involving two motor vehicles parked in the area. Officers      
arrived and reported that the vehicles were gone upon arrival.",N HARVARD ST / SOLDIERS FIELD RD ALLSTON,ASSIST BOSTON POLICE       ,"3/16/19
2:35 AM"
CLOSED,2019-05-15 10:19:00+00:00,"Officers dispatched to a report of an individual engaging in suspicious activity in the building. Officers arrived,       
located the individual, and conducted a field interview. The individual was run for wants/warrants with negative results. 
The individual was then issued a verbal trespass warning for all Harvard University property and sent on their way.",ANDOVER HALL 45 FRANCIS AVE CAMBRIDGE,TRESPASS WARNING,"5/15/19
10:19 AM - 10:40 AM"
CLOSED,2020-03-05 16:38:00+00:00,Officers dispatched to a report of a noise complaint. Officers arrived and reported that the area was quiet.,TERRY TERRACE - 19 EVERETT 19 EVERETT ST CAMBRIDGE,NOISE COMPLAINT,3/5/20 4:38 PM
CLOSED,2020-02-20 07:52:00+00:00,"Officers dispatched to a report of an unwanted guest sleeping in the alleyway near the building. Officers arrived, located the individual, and sent them on their way.",8 STORY STCAMBRIDGE,UNWANTED GUEST,2/20/20 7:52 AM
CLOSED,2019-06-03 13:38:00+00:00,Officers dispatched to a report of an unwanted guest in the area. Officers arrived and reported that the individual was    gone on arrival and that State Police was notified of the incident.,JFK PARK 968 MEMORIAL DR CAMBRIDGE,ASSIST STATE POLICE,6/3/19 1:38 PM
OPEN,2019-08-27 06:16:00+00:00,"Officer dispatched to take a report of a stolen Dell laptop valued at $1,200.00 and $190.00 in U.S. currency.",CRONKHITE GRADUATE CENTER 84 BRATTLE ST CAMBRIDGE,THEFT REPORT,8/26/19 - 8:10 PM 8/27/19 - 6:18 AM
CLOSED,2019-07-16 12:41:00+00:00,"Officer dispatched to take a report of white paint smeared on the rug, floor, and furniture inside of the building.",HAMILTON HALL 700 SOLDIERS FIELD RD ALLSTON,VANDALISM,"7/16/19
12:48 PM - 1:03 PM"
OPEN,2019-10-12 09:09:00+00:00,Officer dispatched to take a report of an attempted forcible breaking and entering into a storage room.,ATHLETICS - STADIUM 79 N HARVARD ST ALLSTON,THEFT REPORT,10/12/19 0:01 AM - 9:30 AM
CLOSED,2019-04-09 21:42:00+00:00,"Officer dispatched to a report of the odor of marijuana coming from the building. Officer arrived and reported no odor of 
marijuana in the area.",NORTH HALL 1651 MASSACHUSETTS AVE CAMBRIDGE,SUSPICIOUS ACTIVITY,"4/9/19
9:42 PM"
CLOSED,2019-11-15 23:10:00+00:00,Officers dispatched to a report of a noise complaint. Officers arrived and advised the occupants to keep the noise level   down.,1 WESTERN AVEALLSTON,NOISE COMPLAINT,11/15/19 11:10 PM
OPEN,2019-10-16 22:08:00+00:00,Officer dispatched to take a report of an individual engaged in suspicious activity.,BOTANIC GARDENS F 40-42 FERNAL 40-42 FERNALD DR CAMBRIDGE,SUSPICIOUS ACTIVITY,10/16/19 9:30 PM - 10:30 PM
OPEN,2019-06-01 17:14:00+00:00,"Officer dispatched to take a report of a stolen blue Retrospec Mountain bicycle valued at $450.00. The reporting           individual informed the officer that their bicycle was secured to a bike rack with a cable lock valued at $25.00, which    was also stolen.",SCIENCE CENTER 1 OXFORD ST CAMBRIDGE,THEFT REPORT,5/20/19 - 12:00 PM 5/23/19 - 10:00 AM
CLOSED,2019-07-25 07:02:00+00:00,Officers dispatched to a report of two unwanted guests in front of the building. Officers arrived and reported that the    individuals were gone on arrival.,8 STORY STCAMBRIDGE,UNWANTED GUEST,7/25/19 7:02 AM
CLOSED,2019-03-20 08:11:00+00:00,"Officer while on patrol was approached about an unwanted guest in the area. Officer located the individual and sent them  
on their way.",85-95 PRESCOTT STREET 85 PRESCOTT ST CAMBRIDGE,UNWANTED GUEST,"3/20/19
8:11 AM"
OPEN,2020-03-10 15:39:00+00:00,Officer dispatched to take a report of a stolen unattended and unsecured gray Apple MacBook Pro laptop.,SCIENCE CENTER 1 OXFORD ST CAMBRIDGE,THEFT REPORT,3/10/20 11:45 AM - 12:00 PM
ARREST,2019-08-09 13:50:00+00:00,"Officers dispatched to a report of an individual possibly attempting to steal a bicycle from the bike rack near the        building. Officers arrived, located the individual, and conducted a field interview. During the field interview, the       individual stated that the aforementioned bicycle belonged to them and provided a combination to the lock affixed to the   bicycle. Officers then located the reporting party who stated that they had previously observed the individual attempting  to remove the bicycle from the rack. At this time, officers then located the bicycle and attempted to use the combination  provided by the individual with negative results. The individual was then run for wants/warrants with positive results for an active warrant. At this time, the individual was informed that they were being placed under arrest for Warrant Services and Attempt to Commit a Larceny of a Bicycle. The individual was then transported to the Cambridge Police Department for   holding.                                                                                                                                                                                                                                              Name: Medeiros, Michael                                                                                                    Age: 37                                                                                                                    Address: 259 Main Street, Pelham, New Hampshire 03076                                                                      Charge(s): Warrant Services                                                                                                Attempt to Commit Larceny of a Bicycle",WINTHROP HOUSE C - STANDISH HA 32 MILL ST CAMBRIDGE,THEFT REPORT,8/9/19 1:45 PM - 2:30 PM
CLOSED,2019-11-02 11:12:00+00:00,Officer dispatched to take a report of damage to a fence surrounding the building.,SHATTUCK INTERNATIONAL HOUSE - 199 PARK DR BOSTON,PROPERTY DAMAGE,11/1/19 - 4:00 PM 11/2/19 - 10:45 AM
OPEN,2019-07-29 09:14:00+00:00,Officer dispatched to take a report of a stolen bicycle tire valued at $40.00.,AMERICAN REPERTORY THEATER - L 64 BRATTLE ST CAMBRIDGE,THEFT REPORT,7/28/19 11:57 AM - 12:00 PM
CLOSED,2019-06-09 12:20:00+00:00,"Officer received a report of a motor vehicle accident from a passerby.  Officer responded to the location but could not   
find anyone involved in an accident.",PEABODY ST,ASSIST CAMBRIDGE POLICE           ,"6/9/19
12:20 PM"
OPEN,2019-10-10 16:34:00+00:00,Officer dispatched to take a report of annoying telephone calls.,HARVARD ALUMNI ASSOCIATION 124 MT AUBURN ST CAMBRIDGE,ANNOYING CALLS/TEXTS/EMAILS,8/1/19 - 12:00 PM 10/10/19 - 12:36 PM
CLOSED,2019-10-03 00:58:00+00:00,Officer dispatched to take a report of past suspicious activity.,KIRKLAND HOUSE C - SMITH HALL 95 DUNSTER ST CAMBRIDGE,ASSIST CAMBRIDGE POLICE,10/3/19 0:58 AM - 1:20 AM
CLOSED,2020-02-29 09:58:00+00:00,"Officers dispatched to a report of an individual with an active trespass warning in the building. Officers arrived,        located the individual, and conducted a field interview. Following the field interview, the individual was re-issued a     verbal trespass warning for all Harvard University property and sent them on their way.",SMITH CAMPUS CENTER 1350 MASSACHUSETTS AVE CAMBRIDGE,TRESPASS WARNING,2/29/20 9:00 AM - 9:10 AM
CLOSED,2019-06-19 15:16:00+00:00,Officer dispatched to take a report of a past disturbance in the building.,BUREAU OF STUDY COUNSEL 5 LINDEN ST CAMBRIDGE,DISTURBANCE,6/19/19 12:15 PM - 12:30 PM
CLOSED,2019-08-07 18:03:00+00:00,Officer dispatched to take a report of suspicious activity.,HARVARD INSTITUTE OF MEDICINE 4 BLACKFAN CIR BOSTON,SUSPICIOUS ACTIVITY,8/7/19 5:55 PM - 5:57 PM
CLOSED,2019-06-17 07:48:00+00:00,"Officers dispatched to a report of an unwanted guest in the alleyway behind the building. Officers arrived, located the    individual, and sent them on their way.",8 STORY STCAMBRIDGE,UNWANTED GUEST,6/17/19 7:48 AM
OPEN,2020-02-12 16:34:00+00:00,"Officer dispatched to take a report of a stolen unattended and unsecured silver Asus laptop valued at $1,000.00.",ARMENISE BUILDING 1 210-1 LONGWOOD AVE BOSTON,THEFT REPORT,2/9/20 - 5:30 PM 2/10/20 - 12:00 PM
CLOSED,2019-08-18 16:22:00+00:00,Officer dispatched to take a report of past suspicious activity.,PEABODY TERRACE 02 900 MEMORIAL DR CAMBRIDGE,SUSPICIOUS ACTIVITY,8/18/19 4:20 PM - 4:45 PM
CLOSED,2020-04-12 17:16:00+00:00,Officer dispatched to a report of a group of individuals in the area. Officer arrived and reported that the individuals    were gone on arrival.,RADCLIFFE CAMPUS DRIVE 45 SHEPARD ST CAMBRIDGE,REMOVE GROUP,4/12/20 5:16 PM
OPEN,2019-09-02 11:46:00+00:00,Officer dispatched to take a report of a stolen package containing Roku streaming device valued at $35.00.,29 GARDEN STCAMBRIDGE,THEFT REPORT,9/1/19 - 2:36 PM 9/2/19 - 11:00 AM
CLOSED,2019-03-11 04:52:00+00:00,"Officer dispatched to a report of an idling motor vehicle. Officer arrived and reported that the engine was no longer     
running and that the vehicle was standing by to make a delivery.",ELIOT HOUSE A 101 DUNSTER ST CAMBRIDGE,MOTOR VEHICLE COMPLAINT,"3/11/19
4:52 AM"
CLOSED,2019-10-10 11:43:00+00:00,Officer dispatched to take a report of suspicious activity.,SMITH STBOSTON,ASSIST BOSTON POLICE,10/10/19 11:43 AM
CLOSED,2019-12-13 07:57:00+00:00,"Officers dispatched to a report of an active fire alarm in the building. Officers arrived and reported the odor of smoke   in the building and that Cambridge Fire was on scene. Upon evaluation and consultation with Cambridge Fire, officer        reported that the odor was caused by a faulty HVAC system and that there was no fire or property damage in the building.",AUSTIN HALL 1515 MASSACHUSETTS AVE CAMBRIDGE,SUSPICIOUS ODOR/SMOKE,12/13/19 7:50 AM - 9:00 AM
OPEN,2019-12-04 10:54:00+00:00,"Officer dispatched to take a report of a stolen Fraction Collector valued at $10,000.00.",WARREN ALPERT BUILDING LOADING 200 LONGWOOD AVE BOSTON,THEFT REPORT,11/26/19 9:00 AM - 4:00 PM
CLOSED,2019-06-08 11:20:00+00:00,Officer dispatched to assist Boston Police with a transport.,175 N HARVARD STALLSTON,ASSIST BOSTON POLICE,6/8/19 10:15 AM - 12:30 PM
OPEN,2020-02-27 14:52:00+00:00,Officer dispatched to take a report of annoying phone calls.,ATHLETICS - MURR CENTER 65 N HARVARD ST ALLSTON,ANNOYING CALLS/TEXTS/EMAILS,3/8/13 - 12:00 PM 2/27/20 - 3:45 PM
